xi;vi;v2i;vi-v2i;E;hi;c1;c2
1.07191;93.7358;93.7358;-1.42109e-14;1.51582e-14;1.52588e-07;1277;1261
1.07191;93.7967;93.7967;0;0;7.62939e-08;1278;1262
1.07191;93.9187;93.9187;-1.42109e-14;1.51582e-14;1.52588e-07;1278;1262
1.07191;93.9799;93.9799;0;0;7.62939e-08;1279;1263
1.07191;94.1027;94.1027;-1.42109e-14;1.51582e-14;1.52588e-07;1279;1263
1.07191;94.226;94.226;-1.42109e-14;1.51582e-14;1.52588e-07;1279;1263
1.07191;94.2878;94.2878;0;0;7.62939e-08;1280;1264
1.07191;94.3497;94.3497;0;0;7.62939e-08;1281;1265
1.07191;94.4117;94.4117;0;0;7.62939e-08;1282;1266
1.07191;94.4739;94.4739;0;0;7.62939e-08;1283;1267
1.07191;94.5362;94.5362;1.42109e-14;1.51582e-14;7.62939e-08;1284;1267
1.07191;94.5986;94.5986;0;0;7.62939e-08;1284;1268
1.07191;94.7238;94.7238;-1.42109e-14;1.51582e-14;1.52588e-07;1284;1268
1.07191;94.8496;94.8496;-1.42109e-14;1.51582e-14;1.52588e-07;1284;1268
1.07191;94.9126;94.9126;1.42109e-14;1.51582e-14;7.62939e-08;1285;1268
1.07191;94.9758;94.9758;0;0;7.62939e-08;1285;1269
1.07191;95.0391;95.0391;0;0;7.62939e-08;1286;1270
1.07191;95.1025;95.1025;1.42109e-14;1.51582e-14;7.62939e-08;1287;1270
1.07191;95.166;95.166;1.42109e-14;1.51582e-14;7.62939e-08;1287;1270
1.07191;95.2297;95.2297;0;0;7.62939e-08;1287;1271
1.07191;95.2935;95.2935;0;0;7.62939e-08;1288;1272
1.07191;95.4215;95.4215;-1.42109e-14;1.51582e-14;1.52588e-07;1288;1272
1.07191;95.4857;95.4857;-1.42109e-14;1.51582e-14;7.62939e-08;1289;1272
1.07191;95.55;95.55;0;0;7.62939e-08;1289;1273
1.07191;95.6144;95.6144;1.42109e-14;1.51582e-14;7.62939e-08;1290;1273
1.07191;95.679;95.679;0;0;7.62939e-08;1290;1274
1.07191;95.8086;95.8086;-1.42109e-14;1.51582e-14;1.52588e-07;1290;1274
1.07191;95.8735;95.8735;0;0;7.62939e-08;1291;1275
1.07191;95.9386;95.9386;0;0;7.62939e-08;1292;1276
1.07191;96.0039;96.0039;0;0;7.62939e-08;1293;1277
1.07191;96.0692;96.0692;-1.42109e-14;1.51582e-14;7.62939e-08;1294;1277
1.07191;96.1348;96.1348;0;0;7.62939e-08;1294;1278
1.07191;96.2004;96.2004;0;0;7.62939e-08;1295;1279
1.07191;96.2662;96.2662;0;0;7.62939e-08;1296;1280
1.07191;96.3981;96.3981;-1.42109e-14;1.51582e-14;1.52588e-07;1296;1280
1.07191;96.4643;96.4643;0;0;7.62939e-08;1297;1281
1.07191;96.5306;96.5306;-1.42109e-14;1.51582e-14;7.62939e-08;1298;1281
1.07191;96.597;96.597;0;0;7.62939e-08;1298;1282
1.07191;96.6636;96.6636;0;0;7.62939e-08;1299;1283
1.07191;96.7304;96.7304;-1.42109e-14;1.51582e-14;7.62939e-08;1300;1283
1.07191;96.7972;96.7972;0;0;7.62939e-08;1300;1284
1.07191;96.8642;96.8642;-1.42109e-14;1.51582e-14;7.62939e-08;1301;1284
1.07191;96.9314;96.9314;0;0;7.62939e-08;1301;1285
1.07191;97.0661;97.0661;-1.42109e-14;1.51582e-14;1.52588e-07;1301;1285
1.07191;97.1336;97.1336;0;0;7.62939e-08;1302;1286
1.07191;97.2013;97.2013;0;0;7.62939e-08;1303;1287
1.07191;97.3372;97.3372;-1.42109e-14;1.51582e-14;1.52588e-07;1303;1287
1.07191;97.4053;97.4053;0;0;7.62939e-08;1304;1288
1.07191;97.4736;97.4736;0;0;7.62939e-08;1305;1289
1.07191;97.542;97.542;0;0;7.62939e-08;1306;1290
1.07191;97.6105;97.6105;0;0;7.62939e-08;1307;1291
1.07191;97.6792;97.6792;-1.42109e-14;1.51582e-14;7.62939e-08;1308;1291
1.07191;97.7481;97.7481;0;0;7.62939e-08;1308;1292
1.07191;97.8171;97.8171;0;0;7.62939e-08;1309;1293
1.07191;97.8862;97.8862;0;0;7.62939e-08;1310;1294
1.07191;97.9555;97.9555;-1.42109e-14;1.51582e-14;7.62939e-08;1311;1294
1.07191;98.0249;98.0249;0;0;7.62939e-08;1311;1295
1.07191;98.0945;98.0945;-1.42109e-14;1.51582e-14;7.62939e-08;1312;1295
1.07191;98.1642;98.1642;0;0;7.62939e-08;1312;1296
1.07191;98.2341;98.2341;-1.42109e-14;1.51582e-14;7.62939e-08;1313;1296
1.07191;98.3041;98.3041;0;0;7.62939e-08;1313;1297
1.07191;98.3743;98.3743;0;0;7.62939e-08;1314;1298
1.07191;98.4446;98.4446;0;0;7.62939e-08;1315;1299
1.07191;98.5151;98.5151;0;0;7.62939e-08;1316;1300
1.07191;98.5858;98.5858;0;0;7.62939e-08;1317;1301
1.07191;98.6565;98.6565;0;0;7.62939e-08;1318;1302
1.07191;98.7275;98.7275;0;0;7.62939e-08;1319;1303
1.07191;98.7985;98.7985;0;0;7.62939e-08;1320;1304
1.07191;98.8698;98.8698;0;0;7.62939e-08;1321;1305
1.07191;98.9412;98.9412;0;0;7.62939e-08;1322;1306
1.07191;99.0127;99.0127;0;0;7.62939e-08;1323;1307
1.07191;99.0844;99.0844;-1.42109e-14;1.51582e-14;7.62939e-08;1324;1307
1.07191;99.1563;99.1563;0;0;7.62939e-08;1324;1308
1.07191;99.2283;99.2283;0;0;7.62939e-08;1325;1309
1.07191;99.3005;99.3005;-1.42109e-14;1.51582e-14;7.62939e-08;1326;1309
1.07191;99.3728;99.3728;0;0;7.62939e-08;1326;1310
1.07191;99.4453;99.4453;0;0;7.62939e-08;1327;1311
1.07191;99.5179;99.5179;1.42109e-14;1.51582e-14;7.62939e-08;1328;1311
1.07191;99.5907;99.5907;0;0;7.62939e-08;1328;1312
1.07191;99.6637;99.6637;0;0;7.62939e-08;1329;1313
1.07191;99.7368;99.7368;0;0;7.62939e-08;1330;1314
1.07191;99.8101;99.8101;-1.42109e-14;1.51582e-14;7.62939e-08;1331;1314
1.07191;99.8836;99.8836;0;0;7.62939e-08;1331;1315
1.07191;99.9572;99.9572;-1.42109e-14;1.51582e-14;7.62939e-08;1332;1315
1.07192;100.031;100.031;0;0;7.62939e-08;1332;1316
1.07192;100.105;100.105;0;0;7.62939e-08;1333;1317
1.07192;100.179;100.179;0;0;7.62939e-08;1334;1318
1.07192;100.253;100.253;0;0;7.62939e-08;1335;1319
1.07192;100.328;100.328;0;0;7.62939e-08;1336;1320
1.07192;100.402;100.402;0;0;7.62939e-08;1337;1321
1.07192;100.477;100.477;0;0;7.62939e-08;1338;1322
1.07192;100.552;100.552;-1.42109e-14;1.51582e-14;7.62939e-08;1339;1322
1.07192;100.627;100.627;0;0;7.62939e-08;1339;1323
1.07192;100.702;100.702;0;0;7.62939e-08;1340;1324
1.07192;100.778;100.778;0;0;7.62939e-08;1341;1325
1.07192;100.853;100.853;0;0;7.62939e-08;1342;1326
1.07192;100.929;100.929;0;0;7.62939e-08;1343;1327
1.07192;101.005;101.005;0;0;7.62939e-08;1344;1328
1.07192;101.081;101.081;-1.42109e-14;1.51582e-14;7.62939e-08;1345;1328
1.07192;101.157;101.157;0;0;7.62939e-08;1345;1329
1.07192;101.234;101.234;0;0;7.62939e-08;1346;1330
1.07192;101.311;101.311;0;0;7.62939e-08;1347;1331
1.07192;101.387;101.387;0;0;7.62939e-08;1348;1332
1.07192;101.464;101.464;0;0;7.62939e-08;1349;1333
1.07192;101.542;101.542;0;0;7.62939e-08;1350;1334
1.07192;101.619;101.619;0;0;7.62939e-08;1351;1335
1.07192;101.696;101.696;-1.42109e-14;1.51582e-14;7.62939e-08;1352;1335
1.07192;101.774;101.774;-1.42109e-14;1.51582e-14;7.62939e-08;1352;1335
1.07192;101.852;101.852;0;0;7.62939e-08;1352;1336
1.07192;101.93;101.93;0;0;7.62939e-08;1353;1337
1.07192;102.008;102.008;0;0;7.62939e-08;1354;1338
1.07192;102.087;102.087;-1.42109e-14;1.51582e-14;7.62939e-08;1355;1338
1.07192;102.165;102.165;0;0;7.62939e-08;1355;1339
1.07192;102.244;102.244;-1.42109e-14;1.51582e-14;7.62939e-08;1356;1339
1.07192;102.323;102.323;0;0;7.62939e-08;1356;1340
1.07192;102.402;102.402;-1.42109e-14;1.51582e-14;7.62939e-08;1357;1340
1.07192;102.481;102.481;0;0;7.62939e-08;1357;1341
1.07192;102.561;102.561;1.42109e-14;1.51582e-14;7.62939e-08;1358;1341
1.07192;102.641;102.641;0;0;7.62939e-08;1358;1342
1.07192;102.72;102.72;0;0;7.62939e-08;1359;1343
1.07192;102.8;102.8;0;0;7.62939e-08;1360;1344
1.07192;102.881;102.881;0;0;7.62939e-08;1361;1345
1.07192;102.961;102.961;0;0;7.62939e-08;1362;1346
1.07192;103.042;103.042;0;0;7.62939e-08;1363;1347
1.07192;103.123;103.123;1.42109e-14;1.51582e-14;7.62939e-08;1364;1347
1.07192;103.204;103.204;-1.42109e-14;1.51582e-14;7.62939e-08;1364;1347
1.07192;103.285;103.285;0;0;7.62939e-08;1364;1348
1.07192;103.366;103.366;0;0;7.62939e-08;1365;1349
1.07192;103.448;103.448;0;0;7.62939e-08;1366;1350
1.07192;103.529;103.529;0;0;7.62939e-08;1367;1351
1.07192;103.611;103.611;0;0;7.62939e-08;1368;1352
1.07192;103.694;103.694;0;0;7.62939e-08;1369;1353
1.07192;103.776;103.776;0;0;7.62939e-08;1370;1354
1.07192;103.858;103.858;0;0;7.62939e-08;1371;1355
1.07192;103.941;103.941;0;0;7.62939e-08;1372;1356
1.07192;104.024;104.024;-1.42109e-14;1.51582e-14;7.62939e-08;1373;1356
1.07192;104.107;104.107;0;0;7.62939e-08;1373;1357
1.07192;104.191;104.191;0;0;7.62939e-08;1374;1358
1.07192;104.274;104.274;0;0;7.62939e-08;1375;1359
1.07192;104.358;104.358;0;0;7.62939e-08;1376;1360
1.07192;104.442;104.442;-1.42109e-14;1.51582e-14;7.62939e-08;1377;1360
1.07192;104.526;104.526;-1.42109e-14;1.51582e-14;7.62939e-08;1377;1360
1.07192;104.61;104.61;-1.42109e-14;1.51582e-14;7.62939e-08;1377;1360
1.07192;104.695;104.695;0;0;7.62939e-08;1377;1361
1.07192;104.78;104.78;1.42109e-14;1.51582e-14;7.62939e-08;1378;1361
1.07192;104.865;104.865;0;0;7.62939e-08;1378;1362
1.07192;104.95;104.95;1.42109e-14;1.51582e-14;7.62939e-08;1379;1362
1.07192;105.035;105.035;0;0;7.62939e-08;1379;1363
1.07192;105.121;105.121;0;0;7.62939e-08;1380;1364
1.07192;105.207;105.207;0;0;7.62939e-08;1381;1365
1.07192;105.293;105.293;0;0;7.62939e-08;1382;1366
1.07192;105.379;105.379;0;0;7.62939e-08;1383;1367
1.07192;105.465;105.465;0;0;7.62939e-08;1384;1368
1.07192;105.552;105.552;1.42109e-14;1.51582e-14;7.62939e-08;1385;1368
1.07192;105.639;105.639;0;0;7.62939e-08;1385;1369
1.07192;105.726;105.726;1.42109e-14;1.51582e-14;7.62939e-08;1386;1369
1.07192;105.813;105.813;0;0;7.62939e-08;1386;1370
1.07192;105.901;105.901;-1.42109e-14;1.51582e-14;7.62939e-08;1387;1370
1.07192;105.988;105.988;0;0;7.62939e-08;1387;1371
1.07192;106.076;106.076;0;0;7.62939e-08;1388;1372
1.07192;106.164;106.164;0;0;7.62939e-08;1389;1373
1.07192;106.253;106.253;0;0;7.62939e-08;1390;1374
1.07192;106.341;106.341;0;0;7.62939e-08;1391;1375
1.07192;106.43;106.43;0;0;7.62939e-08;1392;1376
1.07192;106.519;106.519;0;0;7.62939e-08;1393;1377
1.07192;106.608;106.608;-1.42109e-14;1.51582e-14;7.62939e-08;1394;1377
1.07192;106.698;106.698;0;0;7.62939e-08;1394;1378
1.07192;106.788;106.788;0;0;7.62939e-08;1395;1379
1.07192;106.878;106.878;0;0;7.62939e-08;1396;1380
1.07192;106.968;106.968;0;0;7.62939e-08;1397;1381
1.07192;107.058;107.058;-1.42109e-14;1.51582e-14;7.62939e-08;1398;1381
1.07192;107.149;107.149;0;0;7.62939e-08;1398;1382
1.07192;107.24;107.24;0;0;7.62939e-08;1399;1383
1.07192;107.331;107.331;-1.42109e-14;1.51582e-14;7.62939e-08;1400;1383
1.07192;107.422;107.422;1.42109e-14;1.51582e-14;7.62939e-08;1400;1383
1.07192;107.514;107.514;1.42109e-14;1.51582e-14;7.62939e-08;1400;1383
1.07192;107.605;107.605;-1.42109e-14;1.51582e-14;7.62939e-08;1400;1383
1.07192;107.697;107.697;0;0;7.62939e-08;1400;1384
1.07192;107.79;107.79;-1.42109e-14;1.51582e-14;7.62939e-08;1401;1384
1.07192;107.882;107.882;0;0;7.62939e-08;1401;1385
1.07192;107.975;107.975;0;0;7.62939e-08;1402;1386
1.07192;108.068;108.068;-1.42109e-14;1.51582e-14;7.62939e-08;1403;1386
1.07192;108.161;108.161;0;0;7.62939e-08;1403;1387
1.07192;108.254;108.254;0;0;7.62939e-08;1404;1388
1.07192;108.348;108.348;0;0;7.62939e-08;1405;1389
1.07192;108.442;108.442;0;0;7.62939e-08;1406;1390
1.07192;108.536;108.536;-1.42109e-14;1.51582e-14;7.62939e-08;1407;1390
1.07192;108.631;108.631;-1.42109e-14;1.51582e-14;7.62939e-08;1407;1390
1.07192;108.725;108.725;0;0;7.62939e-08;1407;1391
1.07192;108.82;108.82;0;0;7.62939e-08;1408;1392
1.07192;108.915;108.915;0;0;7.62939e-08;1409;1393
1.07192;109.011;109.011;-1.42109e-14;1.51582e-14;7.62939e-08;1410;1393
1.07192;109.107;109.107;-1.42109e-14;1.51582e-14;7.62939e-08;1410;1393
1.07192;109.202;109.202;0;0;7.62939e-08;1410;1394
1.07192;109.299;109.299;0;0;7.62939e-08;1411;1395
1.07192;109.395;109.395;0;0;7.62939e-08;1412;1396
1.07192;109.492;109.492;0;0;7.62939e-08;1413;1397
1.07192;109.589;109.589;-1.42109e-14;1.51582e-14;7.62939e-08;1414;1397
1.07192;109.686;109.686;0;0;7.62939e-08;1414;1398
1.07192;109.783;109.783;0;0;7.62939e-08;1415;1399
1.07192;109.881;109.881;0;0;7.62939e-08;1416;1400
1.07192;109.979;109.979;0;0;7.62939e-08;1417;1401
1.07192;110.077;110.077;0;0;7.62939e-08;1418;1402
1.07192;110.176;110.176;0;0;7.62939e-08;1419;1403
1.07192;110.275;110.275;0;0;7.62939e-08;1420;1404
1.07192;110.374;110.374;-1.42109e-14;1.51582e-14;7.62939e-08;1421;1404
1.07192;110.473;110.473;-1.42109e-14;1.51582e-14;7.62939e-08;1421;1404
1.07192;110.572;110.572;0;0;7.62939e-08;1421;1405
1.07192;110.672;110.672;0;0;7.62939e-08;1422;1406
1.07192;110.772;110.772;-1.42109e-14;1.51582e-14;7.62939e-08;1423;1406
1.07192;110.873;110.873;0;0;7.62939e-08;1423;1407
1.07192;110.973;110.973;-1.42109e-14;1.51582e-14;7.62939e-08;1424;1407
1.07192;111.074;111.074;0;0;7.62939e-08;1424;1408
1.07192;111.176;111.176;0;0;7.62939e-08;1425;1409
1.07192;111.277;111.277;-1.42109e-14;1.51582e-14;7.62939e-08;1426;1409
1.07193;111.379;111.379;0;0;7.62939e-08;1426;1410
1.07193;111.481;111.481;0;0;7.62939e-08;1427;1411
1.07193;111.583;111.583;0;0;7.62939e-08;1428;1412
1.07193;111.686;111.686;0;0;7.62939e-08;1429;1413
1.07193;111.789;111.789;-1.42109e-14;1.51582e-14;7.62939e-08;1430;1413
1.07193;111.892;111.892;-1.42109e-14;1.51582e-14;7.62939e-08;1430;1413
1.07193;111.995;111.995;0;0;7.62939e-08;1430;1414
1.07193;112.099;112.099;-1.42109e-14;1.51582e-14;7.62939e-08;1431;1414
1.07193;112.203;112.203;0;0;7.62939e-08;1431;1415
1.07193;112.307;112.307;0;0;7.62939e-08;1432;1416
1.07193;112.412;112.412;0;0;7.62939e-08;1433;1417
1.07193;112.517;112.517;0;0;7.62939e-08;1434;1418
1.07193;112.622;112.622;0;0;7.62939e-08;1435;1419
1.07193;112.727;112.727;0;0;7.62939e-08;1436;1420
1.07193;112.833;112.833;-1.42109e-14;1.51582e-14;7.62939e-08;1437;1420
1.07193;112.939;112.939;-1.42109e-14;1.51582e-14;7.62939e-08;1437;1420
1.07193;113.046;113.046;-1.42109e-14;1.51582e-14;7.62939e-08;1437;1420
1.07193;113.152;113.152;0;0;7.62939e-08;1437;1421
1.07193;113.259;113.259;-1.42109e-14;1.51582e-14;7.62939e-08;1438;1421
1.07193;113.367;113.367;0;0;7.62939e-08;1438;1422
1.07193;113.474;113.474;0;0;7.62939e-08;1439;1423
1.07193;113.582;113.582;0;0;7.62939e-08;1440;1424
1.07193;113.69;113.69;-1.42109e-14;1.51582e-14;7.62939e-08;1441;1424
1.07193;113.799;113.799;0;0;7.62939e-08;1441;1425
1.07193;113.908;113.908;-1.42109e-14;1.51582e-14;7.62939e-08;1442;1425
1.07193;114.017;114.017;0;0;7.62939e-08;1442;1426
1.07193;114.126;114.126;0;0;7.62939e-08;1443;1427
1.07193;114.236;114.236;0;0;7.62939e-08;1444;1428
1.07193;114.346;114.346;0;0;7.62939e-08;1445;1429
1.07193;114.457;114.457;-1.42109e-14;1.51582e-14;7.62939e-08;1446;1429
1.07193;114.567;114.567;-1.42109e-14;1.51582e-14;7.62939e-08;1446;1429
1.07193;114.678;114.678;-1.42109e-14;1.51582e-14;7.62939e-08;1446;1429
1.07193;114.79;114.79;0;0;7.62939e-08;1446;1430
1.07193;114.901;114.901;0;0;7.62939e-08;1447;1431
1.07193;115.013;115.013;0;0;7.62939e-08;1448;1432
1.07193;115.126;115.126;-1.42109e-14;1.51582e-14;7.62939e-08;1449;1432
1.07193;115.238;115.238;0;0;7.62939e-08;1449;1433
1.07193;115.351;115.351;0;0;7.62939e-08;1450;1434
1.07193;115.465;115.465;-1.42109e-14;1.51582e-14;7.62939e-08;1451;1434
1.07193;115.578;115.578;-1.42109e-14;1.51582e-14;7.62939e-08;1451;1434
1.07193;115.693;115.693;0;0;7.62939e-08;1451;1435
1.07193;115.807;115.807;-1.42109e-14;1.51582e-14;7.62939e-08;1452;1435
1.07193;115.922;115.922;0;0;7.62939e-08;1452;1436
1.07193;116.037;116.037;0;0;7.62939e-08;1453;1437
1.07193;116.152;116.152;0;0;7.62939e-08;1454;1438
1.07193;116.268;116.268;-1.42109e-14;1.51582e-14;7.62939e-08;1455;1438
1.07193;116.384;116.384;0;0;7.62939e-08;1455;1439
1.07193;116.5;116.5;-1.42109e-14;1.51582e-14;7.62939e-08;1456;1439
1.07193;116.617;116.617;0;0;7.62939e-08;1456;1440
1.07193;116.734;116.734;0;0;7.62939e-08;1457;1441
1.07193;116.851;116.851;0;0;7.62939e-08;1458;1442
1.07193;116.969;116.969;-1.42109e-14;1.51582e-14;7.62939e-08;1459;1442
1.07193;117.087;117.087;0;0;7.62939e-08;1459;1443
1.07193;117.206;117.206;0;0;7.62939e-08;1460;1444
1.07193;117.325;117.325;0;0;7.62939e-08;1461;1445
1.07193;117.444;117.444;-1.42109e-14;1.51582e-14;7.62939e-08;1462;1445
1.07193;117.564;117.564;-1.42109e-14;1.51582e-14;7.62939e-08;1462;1445
1.07193;117.684;117.684;0;0;7.62939e-08;1462;1446
1.07193;117.804;117.804;0;0;7.62939e-08;1463;1447
1.07193;117.925;117.925;-1.42109e-14;1.51582e-14;7.62939e-08;1464;1447
1.07193;118.046;118.046;0;0;7.62939e-08;1464;1448
1.07193;118.167;118.167;0;0;7.62939e-08;1465;1449
1.07193;118.289;118.289;-1.42109e-14;1.51582e-14;7.62939e-08;1466;1449
1.07193;118.411;118.411;0;0;7.62939e-08;1466;1450
1.07193;118.534;118.534;-1.42109e-14;1.51582e-14;7.62939e-08;1467;1450
1.07193;118.657;118.657;-1.42109e-14;1.51582e-14;7.62939e-08;1467;1450
1.07193;118.78;118.78;0;0;7.62939e-08;1467;1451
1.07193;118.904;118.904;0;0;7.62939e-08;1468;1452
1.07193;119.028;119.028;-1.42109e-14;1.51582e-14;7.62939e-08;1469;1452
1.07193;119.153;119.153;0;0;7.62939e-08;1469;1453
1.07193;119.278;119.278;-1.42109e-14;1.51582e-14;7.62939e-08;1470;1453
1.07193;119.403;119.403;-1.42109e-14;1.51582e-14;7.62939e-08;1470;1453
1.07193;119.529;119.529;0;0;7.62939e-08;1470;1454
1.07193;119.655;119.655;0;0;7.62939e-08;1471;1455
1.07193;119.781;119.781;0;0;7.62939e-08;1472;1456
1.07193;119.908;119.908;-1.42109e-14;1.51582e-14;7.62939e-08;1473;1456
1.07193;120.036;120.036;0;0;7.62939e-08;1473;1457
1.07193;120.163;120.163;-1.42109e-14;1.51582e-14;7.62939e-08;1474;1457
1.07193;120.291;120.291;-1.42109e-14;1.51582e-14;7.62939e-08;1474;1457
1.07193;120.42;120.42;0;0;7.62939e-08;1474;1458
1.07193;120.549;120.549;0;0;7.62939e-08;1475;1459
1.07193;120.678;120.678;-1.42109e-14;1.51582e-14;7.62939e-08;1476;1459
1.07193;120.808;120.808;0;0;7.62939e-08;1476;1460
1.07193;120.938;120.938;0;0;7.62939e-08;1477;1461
1.07193;121.069;121.069;0;0;7.62939e-08;1478;1462
1.07193;121.134;121.134;1.42109e-14;1.51582e-14;3.8147e-08;1480;1462
1.07193;121.2;121.2;1.42109e-14;1.51582e-14;3.8147e-08;1480;1462
1.07193;121.265;121.265;0;0;3.8147e-08;1480;1463
1.07193;121.397;121.397;-1.42109e-14;1.51582e-14;7.62939e-08;1480;1463
1.07193;121.529;121.529;0;0;7.62939e-08;1480;1464
1.07193;121.595;121.595;0;0;3.8147e-08;1482;1465
1.07193;121.728;121.728;-1.42109e-14;1.51582e-14;7.62939e-08;1482;1465
1.07193;121.861;121.861;0;0;7.62939e-08;1482;1466
1.07193;121.995;121.995;-1.42109e-14;1.51582e-14;7.62939e-08;1483;1466
1.07193;122.129;122.129;-1.42109e-14;1.51582e-14;7.62939e-08;1483;1466
1.07193;122.264;122.264;-1.42109e-14;1.51582e-14;7.62939e-08;1483;1466
1.07193;122.399;122.399;0;0;7.62939e-08;1483;1467
1.07193;122.534;122.534;-1.42109e-14;1.51582e-14;7.62939e-08;1484;1467
1.07193;122.67;122.67;-1.42109e-14;1.51582e-14;7.62939e-08;1484;1467
1.07193;122.806;122.806;0;0;7.62939e-08;1484;1468
1.07193;122.943;122.943;-1.42109e-14;1.51582e-14;7.62939e-08;1485;1468
1.07193;123.08;123.08;-1.42109e-14;1.51582e-14;7.62939e-08;1485;1468
1.07193;123.218;123.218;-1.42109e-14;1.51582e-14;7.62939e-08;1485;1468
1.07193;123.356;123.356;-1.42109e-14;1.51582e-14;7.62939e-08;1485;1468
1.07193;123.425;123.425;0;0;3.8147e-08;1486;1469
1.07193;123.564;123.564;-1.42109e-14;1.51582e-14;7.62939e-08;1486;1469
1.07193;123.634;123.634;0;0;3.8147e-08;1487;1470
1.07193;123.773;123.773;-1.42109e-14;1.51582e-14;7.62939e-08;1487;1470
1.07193;123.913;123.913;-1.42109e-14;1.51582e-14;7.62939e-08;1487;1470
1.07193;123.983;123.983;1.42109e-14;1.51582e-14;3.8147e-08;1488;1470
1.07193;124.054;124.054;0;0;3.8147e-08;1488;1471
1.07193;124.195;124.195;0;0;7.62939e-08;1488;1472
1.07193;124.336;124.336;-1.42109e-14;1.51582e-14;7.62939e-08;1489;1472
1.07193;124.478;124.478;-1.42109e-14;1.51582e-14;7.62939e-08;1489;1472
1.07193;124.62;124.62;-1.42109e-14;1.51582e-14;7.62939e-08;1489;1472
1.07193;124.763;124.763;-1.42109e-14;1.51582e-14;7.62939e-08;1489;1472
1.07193;124.907;124.907;0;0;7.62939e-08;1489;1473
1.07193;125.051;125.051;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;125.195;125.195;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;125.34;125.34;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;125.485;125.485;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;125.631;125.631;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;125.778;125.778;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;125.924;125.924;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;126.072;126.072;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;126.22;126.22;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;126.368;126.368;-1.42109e-14;1.51582e-14;7.62939e-08;1490;1473
1.07193;126.443;126.443;0;0;3.8147e-08;1491;1474
1.07193;126.592;126.592;-1.42109e-14;1.51582e-14;7.62939e-08;1491;1474
1.07193;126.742;126.742;-1.42109e-14;1.51582e-14;7.62939e-08;1491;1474
1.07193;126.892;126.892;-1.42109e-14;1.51582e-14;7.62939e-08;1491;1474
1.07193;126.967;126.967;0;0;3.8147e-08;1492;1475
1.07193;127.119;127.119;-1.42109e-14;1.51582e-14;7.62939e-08;1492;1475
1.07193;127.27;127.27;-1.42109e-14;1.51582e-14;7.62939e-08;1492;1475
1.07193;127.423;127.423;-1.42109e-14;1.51582e-14;7.62939e-08;1492;1475
1.07193;127.575;127.575;-1.42109e-14;1.51582e-14;7.62939e-08;1492;1475
1.07194;127.729;127.729;-1.42109e-14;1.51582e-14;7.62939e-08;1492;1475
1.07194;127.805;127.805;-1.42109e-14;1.51582e-14;3.8147e-08;1493;1475
1.07194;127.882;127.882;0;0;3.8147e-08;1493;1476
1.07194;127.96;127.96;0;0;3.8147e-08;1494;1477
1.07194;128.037;128.037;0;0;3.8147e-08;1495;1478
1.07194;128.192;128.192;0;0;7.62939e-08;1495;1479
1.07194;128.27;128.27;0;0;3.8147e-08;1497;1480
1.07194;128.425;128.425;0;0;7.62939e-08;1497;1481
1.07194;128.582;128.582;0;0;7.62939e-08;1498;1482
1.07194;128.66;128.66;0;0;3.8147e-08;1500;1483
1.07194;128.739;128.739;0;0;3.8147e-08;1501;1484
1.07194;128.896;128.896;0;0;7.62939e-08;1501;1485
1.07194;128.975;128.975;0;0;3.8147e-08;1503;1486
1.07194;129.054;129.054;0;0;3.8147e-08;1504;1487
1.07194;129.064;129.064;0;0;4.76837e-09;1508;1488
1.07194;129.074;129.074;0;0;4.76837e-09;1509;1489
1.07194;129.084;129.084;0;0;4.76837e-09;1510;1490
1.07194;129.094;129.094;0;0;4.76837e-09;1511;1491
1.07194;129.104;129.104;0;0;4.76837e-09;1512;1492
1.07194;129.114;129.114;0;0;4.76837e-09;1513;1493
1.07194;129.134;129.134;0;0;9.53674e-09;1513;1494
1.07194;129.173;129.173;0;0;1.90735e-08;1513;1495
1.07194;129.253;129.253;0;0;3.8147e-08;1513;1496
1.07194;129.333;129.333;0;0;3.8147e-08;1514;1497
1.07194;129.372;129.372;0;0;1.90735e-08;1516;1498
1.07194;129.452;129.452;0;0;3.8147e-08;1516;1499
1.07194;129.472;129.472;0;0;9.53674e-09;1519;1500
1.07194;129.512;129.512;0;0;1.90735e-08;1519;1501
1.07194;129.592;129.592;0;0;3.8147e-08;1519;1502
1.07194;129.673;129.673;0;0;3.8147e-08;1520;1503
1.07194;129.753;129.753;0;0;3.8147e-08;1521;1504
1.07194;129.773;129.773;0;0;9.53674e-09;1524;1505
1.07194;129.814;129.814;0;0;1.90735e-08;1524;1506
1.07194;129.894;129.894;0;0;3.8147e-08;1524;1507
1.07194;130.056;130.056;0;0;7.62939e-08;1524;1508
1.07194;130.097;130.097;0;0;1.90735e-08;1527;1509
